image,mjd,jd_minus_2450000,mag,magerr,band,telescope,in_paper_fit
C,55659.31600,5659.816,19.642,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,55659.31600,5659.816,20.237,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,55671.16700,5671.667,20.202,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,55671.16700,5671.667,20.588,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,55671.16700,5671.667,19.716,0.021,SDSS r,FLWO 1.2m Keplercam,1
D,55671.16700,5671.667,20.663,0.043,SDSS r,FLWO 1.2m Keplercam,1
A,55681.15500,5681.655,20.272,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,55681.15500,5681.655,20.662,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,55681.15500,5681.655,19.864,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,55681.15500,5681.655,20.227,0.049,SDSS r,FLWO 1.2m Keplercam,1
A,55686.19700,5686.697,20.148,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,55686.19700,5686.697,20.622,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,55686.19700,5686.697,19.937,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,55686.19700,5686.697,20.187,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,55688.21500,5688.715,20.133,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,55688.21500,5688.715,20.497,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,55688.21500,5688.715,19.934,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,55688.21500,5688.715,20.289,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,55706.17100,5706.671,20.193,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,55706.17100,5706.671,20.541,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,55706.17100,5706.671,19.834,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,55706.17100,5706.671,20.524,0.063,SDSS r,FLWO 1.2m Keplercam,1
A,55707.17300,5707.673,20.242,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,55707.17300,5707.673,20.515,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,55707.17300,5707.673,19.824,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,55707.17300,5707.673,20.325,0.066,SDSS r,FLWO 1.2m Keplercam,1
A,55708.16400,5708.664,20.278,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,55708.16400,5708.664,20.621,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,55708.16400,5708.664,19.840,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,55708.16400,5708.664,20.547,0.058,SDSS r,FLWO 1.2m Keplercam,1
A,55710.14700,5710.647,20.202,0.023,SDSS r,FLWO 1.2m Keplercam,1
B,55710.14700,5710.647,20.588,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,55710.14700,5710.647,19.784,0.035,SDSS r,FLWO 1.2m Keplercam,1
D,55710.14700,5710.647,20.371,0.074,SDSS r,FLWO 1.2m Keplercam,1
A,55711.14500,5711.645,20.389,0.030,SDSS r,FLWO 1.2m Keplercam,1
B,55711.14500,5711.645,20.721,0.035,SDSS r,FLWO 1.2m Keplercam,1
C,55711.14500,5711.645,19.789,0.046,SDSS r,FLWO 1.2m Keplercam,1
D,55711.14500,5711.645,20.371,0.096,SDSS r,FLWO 1.2m Keplercam,1
A,55715.16400,5715.664,20.013,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,55715.16400,5715.664,20.366,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,55715.16400,5715.664,19.851,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,55715.16400,5715.664,20.388,0.057,SDSS r,FLWO 1.2m Keplercam,1
A,55724.16400,5724.664,20.321,0.033,SDSS r,FLWO 1.2m Keplercam,1
B,55724.16400,5724.664,20.343,0.039,SDSS r,FLWO 1.2m Keplercam,1
C,55724.16400,5724.664,19.786,0.049,SDSS r,FLWO 1.2m Keplercam,1
D,55724.16400,5724.664,20.407,0.104,SDSS r,FLWO 1.2m Keplercam,1
A,55732.19000,5732.690,20.060,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,55732.19000,5732.690,20.422,0.032,SDSS r,FLWO 1.2m Keplercam,1
C,55732.19000,5732.690,19.732,0.041,SDSS r,FLWO 1.2m Keplercam,1
D,55732.19000,5732.690,20.443,0.086,SDSS r,FLWO 1.2m Keplercam,1
A,55856.50100,5857.001,19.998,0.026,SDSS r,FLWO 1.2m Keplercam,1
B,55856.50100,5857.001,20.046,0.031,SDSS r,FLWO 1.2m Keplercam,1
C,55856.50100,5857.001,19.875,0.040,SDSS r,FLWO 1.2m Keplercam,1
D,55856.50100,5857.001,20.721,0.085,SDSS r,FLWO 1.2m Keplercam,1
A,55859.48700,5859.987,19.983,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,55859.48700,5859.987,20.142,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,55859.48700,5859.987,19.762,0.032,SDSS r,FLWO 1.2m Keplercam,1
D,55859.48700,5859.987,20.641,0.067,SDSS r,FLWO 1.2m Keplercam,1
A,55861.52100,5862.021,19.963,0.026,SDSS r,FLWO 1.2m Keplercam,1
B,55861.52100,5862.021,19.936,0.031,SDSS r,FLWO 1.2m Keplercam,1
C,55861.52100,5862.021,19.781,0.040,SDSS r,FLWO 1.2m Keplercam,1
D,55861.52100,5862.021,20.685,0.084,SDSS r,FLWO 1.2m Keplercam,1
A,55862.49300,5862.993,20.189,0.023,SDSS r,FLWO 1.2m Keplercam,1
B,55862.49300,5862.993,20.250,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,55862.49300,5862.993,19.773,0.035,SDSS r,FLWO 1.2m Keplercam,1
D,55862.49300,5862.993,20.574,0.073,SDSS r,FLWO 1.2m Keplercam,1
A,55863.46600,5863.966,20.131,0.026,SDSS r,FLWO 1.2m Keplercam,1
B,55863.46600,5863.966,20.260,0.031,SDSS r,FLWO 1.2m Keplercam,1
C,55863.46600,5863.966,19.745,0.040,SDSS r,FLWO 1.2m Keplercam,1
D,55863.46600,5863.966,20.434,0.084,SDSS r,FLWO 1.2m Keplercam,1
A,55866.50000,5867.000,20.046,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,55866.50000,5867.000,20.177,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,55866.50000,5867.000,19.857,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,55866.50000,5867.000,20.526,0.062,SDSS r,FLWO 1.2m Keplercam,1
A,55868.52000,5869.020,19.792,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55868.52000,5869.020,20.008,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55868.52000,5869.020,19.951,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,55868.52000,5869.020,20.608,0.070,SDSS r,FLWO 1.2m Keplercam,1
A,55887.48200,5887.982,19.801,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55887.48200,5887.982,19.884,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55887.48200,5887.982,19.873,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,55887.48200,5887.982,20.261,0.069,SDSS r,FLWO 1.2m Keplercam,1
A,55888.51100,5889.011,19.752,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55888.51100,5889.011,19.889,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55888.51100,5889.011,19.785,0.034,SDSS r,FLWO 1.2m Keplercam,1
D,55888.51100,5889.011,20.575,0.071,SDSS r,FLWO 1.2m Keplercam,1
A,55922.53500,5923.035,19.642,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,55922.53500,5923.035,19.656,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,55922.53500,5923.035,19.571,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,55922.53500,5923.035,20.708,0.054,SDSS r,FLWO 1.2m Keplercam,1
A,55925.52900,5926.029,19.597,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,55925.52900,5926.029,19.536,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,55925.52900,5926.029,19.622,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,55925.52900,5926.029,20.665,0.050,SDSS r,FLWO 1.2m Keplercam,1
A,55928.52900,5929.029,19.702,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,55928.52900,5929.029,19.651,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,55928.52900,5929.029,19.656,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,55928.52900,5929.029,20.653,0.056,SDSS r,FLWO 1.2m Keplercam,1
A,55930.53000,5931.030,19.590,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,55930.53000,5931.030,19.522,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,55930.53000,5931.030,19.617,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,55930.53000,5931.030,20.434,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,55931.52900,5932.029,19.471,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,55931.52900,5932.029,19.588,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,55931.52900,5932.029,19.638,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,55931.52900,5932.029,20.562,0.058,SDSS r,FLWO 1.2m Keplercam,1
A,55932.53000,5933.030,19.634,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,55932.53000,5933.030,19.556,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,55932.53000,5933.030,19.499,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,55932.53000,5933.030,20.562,0.056,SDSS r,FLWO 1.2m Keplercam,1
A,55939.44100,5939.941,19.400,0.033,SDSS r,FLWO 1.2m Keplercam,1
B,55939.44100,5939.941,19.361,0.039,SDSS r,FLWO 1.2m Keplercam,1
C,55939.44100,5939.941,19.664,0.050,SDSS r,FLWO 1.2m Keplercam,1
D,55939.44100,5939.941,20.604,0.106,SDSS r,FLWO 1.2m Keplercam,1
A,55956.53600,5957.036,19.447,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,55956.53600,5957.036,19.523,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,55956.53600,5957.036,19.646,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,55956.53600,5957.036,20.592,0.064,SDSS r,FLWO 1.2m Keplercam,1
A,55958.53400,5959.034,19.461,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,55958.53400,5959.034,19.498,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,55958.53400,5959.034,19.593,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,55958.53400,5959.034,20.551,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,55959.53400,5960.034,19.479,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55959.53400,5960.034,19.555,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55959.53400,5960.034,19.688,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,55959.53400,5960.034,20.840,0.069,SDSS r,FLWO 1.2m Keplercam,1
A,55962.53400,5963.034,19.561,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,55962.53400,5963.034,19.447,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,55962.53400,5963.034,19.691,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,55962.53400,5963.034,20.384,0.064,SDSS r,FLWO 1.2m Keplercam,1
A,55968.49100,5968.991,19.356,0.034,SDSS r,FLWO 1.2m Keplercam,1
B,55968.49100,5968.991,19.501,0.041,SDSS r,FLWO 1.2m Keplercam,1
C,55968.49100,5968.991,19.811,0.052,SDSS r,FLWO 1.2m Keplercam,1
D,55968.49100,5968.991,20.791,0.110,SDSS r,FLWO 1.2m Keplercam,1
A,55970.49200,5970.992,19.360,0.028,SDSS r,FLWO 1.2m Keplercam,1
B,55970.49200,5970.992,19.431,0.033,SDSS r,FLWO 1.2m Keplercam,1
C,55970.49200,5970.992,19.557,0.043,SDSS r,FLWO 1.2m Keplercam,1
D,55970.49200,5970.992,20.724,0.090,SDSS r,FLWO 1.2m Keplercam,1
A,55979.46900,5979.969,19.337,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55979.46900,5979.969,19.366,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55979.46900,5979.969,19.676,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,55979.46900,5979.969,20.810,0.069,SDSS r,FLWO 1.2m Keplercam,1
A,55982.49400,5982.994,19.394,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,55982.49400,5982.994,19.475,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,55982.49400,5982.994,19.650,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,55982.49400,5982.994,20.620,0.068,SDSS r,FLWO 1.2m Keplercam,1
A,55986.47900,5986.979,19.333,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,55986.47900,5986.979,19.394,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,55986.47900,5986.979,19.758,0.032,SDSS r,FLWO 1.2m Keplercam,1
D,55986.47900,5986.979,20.850,0.068,SDSS r,FLWO 1.2m Keplercam,1
A,55990.49100,5990.991,19.330,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,55990.49100,5990.991,19.392,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,55990.49100,5990.991,19.773,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,55990.49100,5990.991,20.549,0.066,SDSS r,FLWO 1.2m Keplercam,1
A,55999.41700,5999.917,19.264,0.026,SDSS r,FLWO 1.2m Keplercam,1
B,55999.41700,5999.917,19.456,0.031,SDSS r,FLWO 1.2m Keplercam,1
C,55999.41700,5999.917,19.696,0.039,SDSS r,FLWO 1.2m Keplercam,1
D,55999.41700,5999.917,20.618,0.082,SDSS r,FLWO 1.2m Keplercam,1
A,56011.32000,6011.820,19.329,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56011.32000,6011.820,19.410,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56011.32000,6011.820,19.616,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,56011.32000,6011.820,20.692,0.057,SDSS r,FLWO 1.2m Keplercam,1
A,56013.38800,6013.888,19.318,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,56013.38800,6013.888,19.378,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,56013.38800,6013.888,19.538,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,56013.38800,6013.888,20.690,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,56014.33800,6014.838,19.187,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56014.33800,6014.838,19.341,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,56014.33800,6014.838,19.539,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,56014.33800,6014.838,20.766,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,56015.31300,6015.813,19.261,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56015.31300,6015.813,19.484,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,56015.31300,6015.813,19.522,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,56015.31300,6015.813,20.655,0.051,SDSS r,FLWO 1.2m Keplercam,1
A,56017.17900,6017.679,19.214,0.023,SDSS r,FLWO 1.2m Keplercam,1
B,56017.17900,6017.679,19.422,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,56017.17900,6017.679,19.639,0.035,SDSS r,FLWO 1.2m Keplercam,1
D,56017.17900,6017.679,20.688,0.073,SDSS r,FLWO 1.2m Keplercam,1
A,56028.17400,6028.674,19.277,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56028.17400,6028.674,19.450,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,56028.17400,6028.674,19.639,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,56028.17400,6028.674,20.761,0.051,SDSS r,FLWO 1.2m Keplercam,1
A,56029.17000,6029.670,19.282,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,56029.17000,6029.670,19.379,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,56029.17000,6029.670,19.520,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,56029.17000,6029.670,20.644,0.060,SDSS r,FLWO 1.2m Keplercam,1
A,56030.23900,6030.739,19.251,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56030.23900,6030.739,19.404,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56030.23900,6030.739,19.692,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,56030.23900,6030.739,20.771,0.055,SDSS r,FLWO 1.2m Keplercam,1
A,56035.36000,6035.860,19.180,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56035.36000,6035.860,19.339,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56035.36000,6035.860,19.546,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,56035.36000,6035.860,20.798,0.069,SDSS r,FLWO 1.2m Keplercam,1
A,56036.24600,6036.746,19.273,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56036.24600,6036.746,19.491,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,56036.24600,6036.746,19.562,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,56036.24600,6036.746,20.499,0.058,SDSS r,FLWO 1.2m Keplercam,1
A,56038.17800,6038.678,19.160,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,56038.17800,6038.678,19.365,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,56038.17800,6038.678,19.687,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,56038.17800,6038.678,20.668,0.059,SDSS r,FLWO 1.2m Keplercam,1
A,56039.33200,6039.832,19.218,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56039.33200,6039.832,19.305,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56039.33200,6039.832,19.545,0.034,SDSS r,FLWO 1.2m Keplercam,1
D,56039.33200,6039.832,20.669,0.071,SDSS r,FLWO 1.2m Keplercam,1
A,56041.17800,6041.678,19.310,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56041.17800,6041.678,19.418,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56041.17800,6041.678,19.565,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,56041.17800,6041.678,20.809,0.056,SDSS r,FLWO 1.2m Keplercam,1
A,56048.26200,6048.762,19.123,0.033,SDSS r,FLWO 1.2m Keplercam,1
B,56048.26200,6048.762,19.438,0.039,SDSS r,FLWO 1.2m Keplercam,1
C,56048.26200,6048.762,19.722,0.049,SDSS r,FLWO 1.2m Keplercam,1
D,56048.26200,6048.762,20.458,0.104,SDSS r,FLWO 1.2m Keplercam,1
A,56054.17200,6054.672,19.127,0.034,SDSS r,FLWO 1.2m Keplercam,1
B,56054.17200,6054.672,19.320,0.040,SDSS r,FLWO 1.2m Keplercam,1
C,56054.17200,6054.672,19.738,0.051,SDSS r,FLWO 1.2m Keplercam,1
D,56054.17200,6054.672,20.459,0.108,SDSS r,FLWO 1.2m Keplercam,1
A,56055.16800,6055.668,19.193,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56055.16800,6055.668,19.483,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56055.16800,6055.668,19.549,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,56055.16800,6055.668,20.710,0.056,SDSS r,FLWO 1.2m Keplercam,1
A,56059.17000,6059.670,19.263,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,56059.17000,6059.670,19.402,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,56059.17000,6059.670,19.713,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,56059.17000,6059.670,20.891,0.057,SDSS r,FLWO 1.2m Keplercam,1
A,56060.15200,6060.652,19.174,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56060.15200,6060.652,19.438,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,56060.15200,6060.652,19.698,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,56060.15200,6060.652,20.927,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,56066.14000,6066.640,19.157,0.024,SDSS r,FLWO 1.2m Keplercam,1
B,56066.14000,6066.640,19.486,0.028,SDSS r,FLWO 1.2m Keplercam,1
C,56066.14000,6066.640,19.567,0.036,SDSS r,FLWO 1.2m Keplercam,1
D,56066.14000,6066.640,20.616,0.075,SDSS r,FLWO 1.2m Keplercam,1
A,56075.16000,6075.660,19.252,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56075.16000,6075.660,19.485,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56075.16000,6075.660,19.805,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,56075.16000,6075.660,20.900,0.071,SDSS r,FLWO 1.2m Keplercam,1
A,56077.14700,6077.647,19.059,0.032,SDSS r,FLWO 1.2m Keplercam,1
B,56077.14700,6077.647,19.331,0.038,SDSS r,FLWO 1.2m Keplercam,1
C,56077.14700,6077.647,19.676,0.048,SDSS r,FLWO 1.2m Keplercam,1
D,56077.14700,6077.647,20.484,0.102,SDSS r,FLWO 1.2m Keplercam,1
A,56086.15600,6086.656,19.179,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56086.15600,6086.656,19.368,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56086.15600,6086.656,19.706,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,56086.15600,6086.656,20.501,0.070,SDSS r,FLWO 1.2m Keplercam,1
A,56331.31300,6331.813,19.113,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56331.31300,6331.813,19.180,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56331.31300,6331.813,19.617,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,56331.31300,6331.813,20.368,0.054,SDSS r,FLWO 1.2m Keplercam,1
A,56333.43400,6333.934,19.034,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56333.43400,6333.934,19.144,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,56333.43400,6333.934,19.577,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,56333.43400,6333.934,20.525,0.054,SDSS r,FLWO 1.2m Keplercam,1
A,56334.45400,6334.954,19.075,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56334.45400,6334.954,19.178,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,56334.45400,6334.954,19.592,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,56334.45400,6334.954,20.515,0.052,SDSS r,FLWO 1.2m Keplercam,1
A,56336.45500,6336.955,19.057,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,56336.45500,6336.955,19.241,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,56336.45500,6336.955,19.529,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,56336.45500,6336.955,20.454,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,56340.35600,6340.856,19.022,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56340.35600,6340.856,19.187,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,56340.35600,6340.856,19.551,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,56340.35600,6340.856,20.519,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,56341.25200,6341.752,19.036,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,56341.25200,6341.752,19.245,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,56341.25200,6341.752,19.526,0.032,SDSS r,FLWO 1.2m Keplercam,1
D,56341.25200,6341.752,20.663,0.067,SDSS r,FLWO 1.2m Keplercam,1
A,56342.15500,6342.655,18.985,0.029,SDSS r,FLWO 1.2m Keplercam,1
B,56342.15500,6342.655,19.193,0.034,SDSS r,FLWO 1.2m Keplercam,1
C,56342.15500,6342.655,19.646,0.043,SDSS r,FLWO 1.2m Keplercam,1
D,56342.15500,6342.655,20.393,0.091,SDSS r,FLWO 1.2m Keplercam,1
A,56353.11100,6353.611,19.029,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56353.11100,6353.611,19.233,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56353.11100,6353.611,19.517,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,56353.11100,6353.611,20.506,0.068,SDSS r,FLWO 1.2m Keplercam,1
A,56354.24600,6354.746,19.063,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56354.24600,6354.746,19.334,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,56354.24600,6354.746,19.500,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,56354.24600,6354.746,20.570,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,56358.11300,6358.613,19.010,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,56358.11300,6358.613,19.344,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,56358.11300,6358.613,19.431,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,56358.11300,6358.613,20.752,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,56363.40100,6363.901,19.072,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,56363.40100,6363.901,19.349,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,56363.40100,6363.901,19.463,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,56363.40100,6363.901,20.499,0.058,SDSS r,FLWO 1.2m Keplercam,1
A,56365.11800,6365.618,19.007,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,56365.11800,6365.618,19.298,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,56365.11800,6365.618,19.450,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,56365.11800,6365.618,20.703,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,56366.33200,6366.832,19.016,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56366.33200,6366.832,19.262,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,56366.33200,6366.832,19.432,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,56366.33200,6366.832,20.550,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,56368.45300,6368.953,19.156,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,56368.45300,6368.953,19.326,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,56368.45300,6368.953,19.514,0.032,SDSS r,FLWO 1.2m Keplercam,1
D,56368.45300,6368.953,20.493,0.068,SDSS r,FLWO 1.2m Keplercam,1
A,56369.31500,6369.815,19.068,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,56369.31500,6369.815,19.311,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,56369.31500,6369.815,19.497,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,56369.31500,6369.815,20.505,0.051,SDSS r,FLWO 1.2m Keplercam,1
A,56370.11500,6370.615,18.990,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,56370.11500,6370.615,19.181,0.032,SDSS r,FLWO 1.2m Keplercam,1
C,56370.11500,6370.615,19.410,0.041,SDSS r,FLWO 1.2m Keplercam,1
D,56370.11500,6370.615,20.892,0.085,SDSS r,FLWO 1.2m Keplercam,1
A,56381.12300,6381.623,19.054,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,56381.12300,6381.623,19.432,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,56381.12300,6381.623,19.606,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,56381.12300,6381.623,20.510,0.063,SDSS r,FLWO 1.2m Keplercam,1
A,56382.31000,6382.810,19.085,0.025,SDSS r,FLWO 1.2m Keplercam,1
B,56382.31000,6382.810,19.411,0.029,SDSS r,FLWO 1.2m Keplercam,1
C,56382.31000,6382.810,19.419,0.037,SDSS r,FLWO 1.2m Keplercam,1
