survey,CID,IDSURVEY,zCMB,zCMBERR,zHEL,zHELERR,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB
PS1MD,180561,15,0.22853,0.001,0.23,0.001,0.13764,0.031705,0.0111,0.21475,21.4335,0.044018,4.79297e-05,1.94317e-06,0.00106397,-1.63924e-07,-4.71062e-08,334.462,1.4684,-999,-999,22.5499,-29.1911,250,0.0421341,8.444,0.724,55784.1,0.1859,44,51.8466,0.19449
SDSS,13072,1,0.22917,1e-05,0.23063,1e-05,-0.008181,0.045137,0.40235,0.40484,20.8633,0.0660644,8.10346e-05,4.93075e-06,0.00377138,-1.07161e-06,-1.48631e-07,334.96,0.0244,-9,-9,4.827,-27.7702,250,0.0661127,10.874,54.96,53988.9,0.4896,37,20.1662,0.98899
SDSS,3452,1,0.22967,2e-05,0.23114,2e-05,-0.090305,0.036898,0.90942,0.27319,20.5656,0.0481704,0.000106602,4.72957e-06,0.00124977,-5.57903e-07,-1.12373e-07,334.672,0.6392,-9,-9,1.361,-28.2734,250,0.0507552,9.23,0.082,53648.5,0.2761,44,37.61,0.74061
SDSS,21033,1,0.23006,0.005,0.2312,0.005,-0.086335,0.041305,-0.729683,0.55506,20.7524,0.042315,8.97496e-05,3.49786e-06,0.00530031,-3.65398e-07,-8.01159e-08,28.8137,0.6431,-9,-9,-9.0,-33.1961,250,0.0294837,7.0,-9.0,54421.1,0.5849,19,23.9057,0.1998
PS1MD,000006,15,0.23044,0.001,0.2309,0.001,0.12905,0.037061,-0.009105,0.43902,21.3997,0.0452383,4.94469e-05,2.06025e-06,0.00116184,-2.54722e-07,-6.25267e-08,53.3665,-28.3715,-999,-999,19.7067,6.9244,250,0.00714443,10.793,0.055,55204.1,0.5079,9,12.1522,0.20487
PS1MD,040780,15,0.23066,0.001,0.2306,0.001,0.27933,0.039061,-0.910841,0.47222,21.6669,0.0448949,3.86597e-05,1.59857e-06,0.0049391,-4.1155e-07,-5.00149e-08,243.62,54.7258,-999,-999,18.7401,-37.9823,250,0.00967993,10.963,0.021,55358.8,0.3146,22,23.8575,0.35475
SDSS,19008,1,0.23075,0.0005,0.2322,0.0005,0.06689,0.042203,1.08198,0.39794,20.8639,0.0635632,8.09881e-05,4.74136e-06,0.00480729,-9.21243e-07,-1.43098e-07,331.963,-1.0699,-9,-9,0.389,-25.3551,250,0.076889,10.401,0.071,54392.7,0.3577,38,41.8276,0.30816
PS1MD,360140,15,0.23083,0.01,0.23,0.01,-0.050064,0.028631,0.017211,0.2332,20.9475,0.0337326,7.4992e-05,2.32992e-06,0.000431463,-1.46112e-07,-5.45294e-08,185.618,47.7162,-999,-999,24.2071,-22.3994,250,0.0113056,8.834,1.377,55975.1,0.2323,24,34.1995,0.0811847
SDSS,17875,1,0.23111,3e-05,0.23237,3e-05,-0.057488,0.039277,1.16427,0.31837,20.7748,0.0425424,8.79202e-05,3.44498e-06,-0.000298475,-4.22383e-07,-7.83297e-08,20.9834,1.255,-9,-9,1.294,-34.8366,250,0.0248821,10.702,0.11,54362.6,0.4068,48,36.8815,0.8784
PS1MD,430004,15,0.2315,0.001,0.233,0.001,0.034078,0.048654,1.32251,0.42593,20.8706,0.0823757,8.04919e-05,6.10698e-06,0.00804762,-1.84618e-06,-2.27119e-07,351.113,-0.7542,-999,-999,18.9494,-31.2039,250,0.0353898,10.51,0.012,56187.1,0.4842,25,36.6669,0.0620724
SDSS,15369,1,0.23269,0.005,0.2342,0.005,-0.042881,0.031705,0.69214,0.24295,20.3988,0.0384141,0.000124298,4.39774e-06,0.000910364,-3.16126e-07,-1.00394e-07,348.833,-0.5626,-9,-9,0.445,-30.7499,250,0.0347417,9.078,0.267,54032.1,0.2766,34,50.858,0.0316088
PS1MD,350047,15,0.23364,0.001,0.233,0.001,-0.134685,0.05633,-2.41623,0.41587,21.2033,0.0733045,5.92509e-05,4.00038e-06,0.0110043,-1.29393e-06,-1.89115e-07,163.262,58.1363,-999,-999,19.0305,-35.6575,250,0.00652775,10.491,0.02,55935.7,0.3686,25,28.3186,0.2934
SDSS,12971,1,0.23381,4e-05,0.23524,4e-05,-0.091091,0.036306,1.14243,0.59192,20.532,0.0402143,0.000109949,4.07236e-06,-0.0029822,-2.44948e-07,-9.61693e-08,6.6485,-0.3021,-9,-9,5.42,-33.2941,250,0.0184254,11.5,0.099,53976.7,1.2199,32,18.3636,0.97421
PS1MD,110536,15,0.23475,0.001,0.2352,0.001,0.17614,0.051091,0.55137,0.51316,21.3288,0.0637788,5.27823e-05,3.10056e-06,-0.00230127,-5.29501e-07,-1.07662e-07,54.3325,-26.9017,-999,-999,18.8559,5.4879,250,0.00913184,10.577,0.198,55555.9,0.5695,10,12.7566,0.2376
SDSS,19341,1,0.23543,5e-05,0.23676,5e-05,0.024006,0.044145,-1.526,0.3786,21.1923,0.0508154,5.98537e-05,2.80131e-06,0.00172095,-4.84902e-07,-7.23081e-08,15.8603,0.3314,-9,-9,2.162,-33.745,250,0.0297532,11.015,0.083,54393.3,0.3203,37,18.8041,0.99438
SDSS,15287,1,0.2363,8e-05,0.23768,8e-05,-0.044342,0.033858,1.111,0.3046,20.8754,0.0398002,8.01353e-05,2.93755e-06,0.000710684,-2.55409e-07,-6.74018e-08,323.96,-1.0574,-9,-9,6.525,-21.6713,250,0.0396143,10.621,0.152,54029.8,0.322,67,64.0524,0.5795
PS1MD,310574,15,0.23649,0.001,0.238,0.001,-0.023436,0.031992,-0.382981,0.16303,21.0014,0.0403074,7.13597e-05,2.64919e-06,0.000602102,-1.63324e-07,-6.15277e-08,352.986,0.5363,-999,-999,-9.0,-32.328,250,0.0332181,10.234,0.143,55841.0,0.1504,38,54.2007,0.0427762
SDSS,13511,1,0.23653,3e-05,0.23744,3e-05,-0.092387,0.04107,-1.55732,0.46524,21.208,0.0478236,5.89916e-05,2.59841e-06,0.00363048,-6.19655e-07,-6.73477e-08,40.6124,-0.7941,-9,-9,3.823,-28.1862,250,0.0291353,11.411,0.122,54002.6,0.3295,53,53.824,0.44261
SDSS,12881,1,0.23671,3e-05,0.23811,3e-05,0.029203,0.039336,0.86995,0.54007,20.8478,0.0493118,8.22047e-05,3.73356e-06,0.00431138,-1.27517e-06,-9.08688e-08,10.1623,-0.0736,-9,-9,0.354,-33.3162,250,0.0202505,9.679,0.113,53980.3,0.5882,32,32.3207,0.45092
SDSS,16350,1,0.23684,3e-05,0.23822,3e-05,-0.086052,0.044348,-0.956479,0.59643,20.8949,0.0472588,7.87115e-05,3.42607e-06,0.00544178,-7.08692e-07,-9.22749e-08,323.639,-0.8858,-9,-9,3.964,-21.6765,250,0.0407324,10.79,0.088,54054.0,0.4796,23,13.8437,0.93126
SDSS,20768,1,0.23735,0.0001,0.23826,0.0001,0.076439,0.06023,-0.754654,1.13096,21.7022,0.0644669,3.74227e-05,2.22202e-06,0.0306864,-1.58512e-06,-8.38477e-08,40.6259,-0.9712,-9,-9,2.745,-27.8916,250,0.0288179,11.024,0.092,54416.9,0.8229,19,15.8915,0.6645
SDSS,17884,1,0.23776,2e-05,0.23893,2e-05,-0.123607,0.036952,0.7009,0.28536,20.6,0.0420054,0.000103278,3.99566e-06,0.00104276,-5.94992e-07,-8.93368e-08,27.5998,1.1721,-9,-9,2.091,-33.0914,250,0.0193314,10.453,0.083,54369.0,0.275,46,30.2306,0.96484
PS1MD,470008,15,0.23954,0.01,0.24,0.01,-0.036491,0.038198,0.82356,0.3646,20.437,0.047825,0.000120003,5.28593e-06,0.00572935,-9.94736e-07,-1.84364e-07,53.0828,-29.0138,-999,-999,19.9963,7.3128,250,0.00745733,10.3869,0.1,56298.6,0.3481,6,4.62306,0.59298
SDSS,18486,1,0.23971,0.0006,0.2403,0.0006,-0.101265,0.035841,1.07573,0.26743,20.5227,0.0544012,0.000110898,5.5566e-06,0.00061353,-3.56595e-07,-1.28307e-07,55.18,1.0031,-9,-9,-9.0,-24.6991,250,0.0822271,7.0,-9.0,54390.0,0.2889,43,29.8355,0.93619
PS1MD,510251,15,0.24004,0.01,0.24,0.01,0.084743,0.030954,0.02894,0.3047,21.3524,0.0365784,5.16489e-05,1.74005e-06,0.000264198,-1.47615e-07,-4.05878e-08,244.494,55.7428,-999,-999,17.4211,-37.8445,250,0.00666885,11.5,0.133,56424.5,0.3135,49,31.6427,0.97429
PS1MD,580300,15,0.24072,0.001,0.24,0.001,-0.067211,0.040316,-0.589439,0.3164,21.0869,0.0583127,6.59532e-05,3.54221e-06,0.00616565,-6.29017e-07,-1.29762e-07,130.334,44.7877,-999,-999,21.0765,-30.1183,250,0.0187455,9.477,0.585,56653.6,0.3409,25,25.1614,0.45336
PS1MD,510550,15,0.24106,0.001,0.241,0.001,-0.080495,0.027028,0.47987,0.16139,20.804,0.0369272,8.55838e-05,2.91081e-06,0.000623971,-2.07613e-07,-6.38726e-08,243.275,55.6117,-999,-999,19.0637,-37.2784,250,0.00625958,10.6566,0.1,56438.2,0.1526,54,38.5797,0.94394
PS1MD,460064,15,0.24153,0.001,0.242,0.001,-0.071702,0.028105,0.82937,0.2791,20.5963,0.0323707,0.000103625,3.08953e-06,-0.00144821,-2.24669e-07,-6.01156e-08,53.7742,-26.7649,-999,-999,21.4055,5.021,250,0.00906252,9.381,0.55,56272.3,0.4328,18,16.3439,0.56856
SDSS,17223,1,0.24151,0.0005,0.2427,0.0005,-0.080664,0.043172,1.05435,0.69431,20.614,0.0517472,0.000101956,4.85933e-06,-0.00145703,-4.25633e-07,-9.55158e-08,26.3614,-0.0194,-9,-9,-9.0,-31.6453,250,0.0254444,7.0,-9.0,54347.1,0.035,30,26.5069,0.64903
SDSS,14481,1,0.24207,2e-05,0.24354,2e-05,-0.153684,0.050876,-1.04131,0.39678,21.1208,0.0623283,6.3924e-05,3.66965e-06,0.00549552,-9.82746e-07,-1.03297e-07,2.6817,0.2013,-9,-9,2.154,-32.6534,250,0.0283899,11.215,0.112,54020.0,0.3198,55,49.5141,0.68345
SDSS,20111,1,0.24267,6e-05,0.24419,6e-05,0.015582,0.045076,-0.025066,0.61626,21.1628,0.0496585,6.15008e-05,2.81287e-06,0.00688782,-8.19477e-07,-7.67197e-08,354.394,0.2481,-9,-9,2.619,-31.5667,250,0.0333558,10.934,0.119,54410.0,0.5093,24,22.3291,0.55963
PS1MD,480064,15,0.24271,0.001,0.242,0.001,0.073571,0.029196,0.48439,0.24562,21.5668,0.041156,4.23933e-05,1.60697e-06,0.00125046,-1.32004e-07,-3.95545e-08,128.796,44.4482,-999,-999,22.2229,-30.1347,250,0.0250072,8.867,0.462,56325.3,0.244,40,42.0266,0.38316
SDSS,20088,1,0.24316,3e-05,0.24453,3e-05,-0.159331,0.031777,-0.210518,0.21212,20.6725,0.0330845,9.66031e-05,2.94368e-06,0.000486896,-1.22402e-07,-6.71813e-08,13.2052,0.6315,-9,-9,0.479,-33.2258,250,0.0211789,11.383,0.098,54407.8,0.2271,60,77.8534,0.0604536
SDSS,13506,1,0.24341,2e-05,0.24462,2e-05,0.14006,0.047017,-0.152066,0.65956,21.5518,0.0588721,4.29819e-05,2.33062e-06,0.00322972,-7.90825e-07,-3.44816e-08,25.2433,-0.7278,-9,-9,2.462,-30.8525,250,0.0272601,10.19,0.081,54000.6,0.5517,50,56.5822,0.24278
SDSS,19023,1,0.24405,0.005,0.2452,0.005,-0.12542,0.041781,1.61576,0.50206,20.6065,0.0749791,0.000102656,7.08922e-06,0.0017876,-8.54144e-07,-1.88131e-07,307.117,0.0062,-9,-9,-9.0,-14.362,250,0.12503,7.0,-9.0,54389.2,0.5691,35,19.9887,0.98033
SDSS,15466,1,0.24436,5e-05,0.24567,5e-05,0.036027,0.04971,-1.06261,0.41476,21.1176,0.0734316,6.41152e-05,4.3363e-06,0.00348337,-6.35746e-07,-1.29592e-07,317.645,-0.1232,-9,-9,2.397,-19.2918,250,0.10123,10.622,0.073,54036.6,0.367,38,25.6421,0.93703
SDSS,3377,1,0.24449,0.0005,0.2451,0.0005,-0.076832,0.037394,1.0447,0.31262,20.5787,0.0582352,0.00010532,5.64902e-06,0.00061568,-5.10338e-07,-1.34771e-07,54.1562,1.0792,-9,-9,1.223,-24.7739,250,0.088019,9.666,0.194,53645.9,0.3353,50,31.2598,0.98253
PS1MD,000174,15,0.24497,0.001,0.2443,0.001,0.08696,0.030851,-0.731508,0.21605,21.4145,0.0360011,4.87769e-05,1.61736e-06,0.00130749,-1.23977e-07,-3.85348e-08,162.029,56.8502,-999,-999,19.6741,-33.1773,250,0.00653612,10.532,0.1,55216.8,0.2114,51,52.3347,0.42194
PS1MD,420407,15,0.24512,0.001,0.2466,0.001,-0.036661,0.039397,-0.295186,0.25719,21.1884,0.0640482,6.0066e-05,3.54333e-06,-0.000862106,-3.0117e-07,-1.02658e-07,333.949,-0.3155,-999,-999,19.625,-25.5814,250,0.0730875,10.504,0.158,56174.4,0.3018,31,24.2336,0.8009
SDSS,20039,1,0.24539,6e-05,0.24681,6e-05,0.063072,0.043565,0.79173,0.49675,21.121,0.046647,6.39172e-05,2.7461e-06,0.00320061,-3.94306e-07,-6.71273e-08,9.8786,1.0243,-9,-9,3.707,-33.4001,250,0.0173296,11.428,0.133,54408.1,0.5167,23,20.923,0.58579
PS1MD,000010,15,0.24594,0.001,0.2445,0.001,0.013287,0.029316,0.29723,0.28779,21.1628,0.0364886,6.15e-05,2.06685e-06,0.00243256,-2.3484e-07,-4.65107e-08,149.749,3.1575,-999,-999,18.4202,21.086,250,0.0192782,10.786,0.225,55215.3,0.2993,33,26.4595,0.78284
SDSS,13835,1,0.24604,1e-05,0.24749,1e-05,-0.077608,0.035067,0.63307,0.25333,20.8156,0.0373772,8.46759e-05,2.91502e-06,0.001218,-2.63654e-07,-6.95402e-08,6.0596,-0.2483,-9,-9,3.756,-31.9454,250,0.021606,10.507,0.06,54011.4,0.2733,51,37.4926,0.92078
SDSS,15219,1,0.24637,2e-05,0.24742,2e-05,-0.15285,0.036134,-0.144574,0.38619,20.8027,0.0395711,8.5684e-05,3.12287e-06,0.00176936,-4.08603e-07,-7.05023e-08,34.6111,0.2267,-9,-9,2.418,-29.7731,250,0.031419,11.081,0.078,54030.9,0.3409,34,27.0167,0.79688
SDSS,12977,1,0.24643,1e-05,0.2478,1e-05,-0.049106,0.03888,0.052323,0.50515,20.8926,0.0397664,7.88818e-05,2.88914e-06,-0.000986332,-2.29813e-07,-7.2421e-08,13.6956,-0.2509,-9,-9,0.543,-31.9665,250,0.0213712,9.614,0.095,53994.9,0.8255,41,22.7866,0.99051
SNLS,05D3mq,4,0.24649,0.001,0.246,0.001,-0.009672,0.025576,-0.703263,0.16543,21.2325,0.0288841,5.76772e-05,1.5344e-06,0.000573218,-7.55799e-08,-3.24005e-08,214.752,52.3851,-999,-999,-9.0,-27.8154,250,0.00861141,10.723,0.0765,53575.8,0.1515,8,6.47969,0.59366
SDSS,3451,1,0.24835,4e-05,0.24984,4e-05,-0.0527,0.03874,0.69046,0.32834,20.7126,0.0478176,9.31067e-05,4.10057e-06,0.000758576,-5.57292e-07,-9.42393e-08,334.069,0.7081,-9,-9,2.661,-26.3738,250,0.0482842,10.839,0.115,53645.1,0.3224,43,32.1319,0.88778
PS1MD,420087,15,0.24848,0.01,0.25,0.01,-0.184623,0.043314,0.54441,0.41186,20.7406,0.0685531,9.07295e-05,5.72864e-06,0.00801823,-7.73882e-07,-2.2556e-07,352.767,0.1062,-999,-999,-9.0,-30.5351,250,0.040825,7.0,99.0,56135.2,0.7765,22,21.6293,0.54271
PS1MD,450082,15,0.24848,0.01,0.25,0.01,-0.070357,0.028389,-0.069482,0.32012,21.002,0.0394132,7.1317e-05,2.58887e-06,0.00226105,-1.76383e-07,-5.49828e-08,353.356,0.3105,-999,-999,20.3195,-30.8406,250,0.029578,10.292,0.082,56246.9,0.3231,24,39.2655,0.0256073
PS1MD,560152,15,0.24851,0.01,0.25,0.01,-0.091189,0.035834,-0.109836,0.81356,20.9032,0.0509996,7.81121e-05,3.66911e-06,0.00424725,-4.85079e-07,-8.82431e-08,334.8,1.1602,-999,-999,-9.0,-27.0203,250,0.0693962,11.416,0.056,56598.3,0.6827,17,7.41942,0.97744
SDSS,15161,1,0.24853,4e-05,0.24956,4e-05,-0.05098,0.041881,-0.242653,0.32146,20.9511,0.046844,7.47422e-05,3.22474e-06,0.00178674,-2.70026e-07,-8.0443e-08,35.8429,0.819,-9,-9,1.157,-29.8694,250,0.0299176,11.065,0.068,54025.3,0.3722,41,44.3344,0.3329
SDSS,19990,1,0.24883,6e-05,0.24988,6e-05,-0.090965,0.045545,-1.31072,0.33362,21.1276,0.0508405,6.35262e-05,2.97467e-06,0.00500858,-5.95063e-07,-9.11154e-08,34.8064,-0.3848,-9,-9,1.633,-28.9042,250,0.0300986,10.628,0.154,54403.3,0.3115,41,24.6915,0.97937
PS1MD,120585,15,0.24899,0.001,0.25,0.001,-0.155379,0.028618,0.22308,0.30908,20.6749,0.0397863,9.6395e-05,3.53235e-06,0.0014535,-3.50846e-07,-7.67402e-08,35.7735,-3.6103,-999,-999,23.7559,-25.3474,250,0.0237877,9.363,0.274,55583.6,0.3776,11,13.3185,0.27302
SDSS,3199,1,0.24961,0.0005,0.2511,0.0005,0.011853,0.040124,1.65143,0.38018,21.2961,0.0489571,5.43942e-05,2.4527e-06,0.00201029,-5.30673e-07,-6.08114e-08,333.293,1.0505,-9,-9,-9.0,-26.3118,250,0.0301466,7.0,-9.0,53647.3,0.3841,85,66.0993,0.93592
SDSS,16106,1,0.24973,0.0005,0.2512,0.0005,-0.140879,0.050472,-0.557487,0.39614,20.8044,0.0671444,8.55508e-05,5.29066e-06,0.00590634,-1.03401e-06,-1.55755e-07,332.089,-1.1488,-9,-9,2.675,-23.6997,250,0.0810326,11.035,0.108,54045.5,0.3238,37,48.8975,0.0912131
SDSS,15868,1,0.24974,2e-05,0.25072,2e-05,-0.150652,0.037532,0.32497,0.26818,20.7568,0.0415629,8.939e-05,3.42192e-06,0.00190418,-4.37375e-07,-8.0951e-08,38.0998,-0.7136,-9,-9,2.721,-27.6808,250,0.0244264,10.387,0.094,54044.3,0.2228,38,24.9127,0.94954
PS1MD,520077,15,0.25004,0.01,0.25,0.01,-0.119087,0.040146,-1.63203,0.38807,21.2979,0.0472997,5.43048e-05,2.36577e-06,0.00349655,-3.68292e-07,-6.87925e-08,244.663,55.6842,-999,-999,18.0148,-36.5638,250,0.00642561,11.3931,0.1,56448.6,0.4794,32,20.8168,0.9356
PS1MD,390449,15,0.25008,0.01,0.25,0.01,-0.028349,0.026453,-0.085035,0.21539,21.1005,0.0350823,6.51304e-05,2.1045e-06,0.00201033,-2.10327e-07,-4.77618e-08,242.951,54.4558,-999,-999,-9.0,-35.0899,250,0.00571723,7.0,-9.0,56069.9,0.1885,27,23.889,0.63646
SDSS,13689,1,0.2503,1e-05,0.25177,1e-05,-0.148856,0.037926,1.16931,0.38939,20.7089,0.0432549,9.34204e-05,3.7218e-06,0.00180003,-5.96087e-07,-8.88289e-08,4.0161,0.8076,-9,-9,4.29,-32.4272,250,0.022169,10.45,0.07,54000.1,0.4908,42,26.4335,0.97093
SDSS,5717,1,0.25037,0.0005,0.2517,0.0005,-0.043457,0.039398,1.28131,0.43529,21.0808,0.0460038,6.63268e-05,2.81034e-06,0.0048206,-6.84505e-07,-7.72585e-08,17.896,-0.0059,-9,-9,0.252,-31.6171,250,0.0237337,9.431,0.116,53664.1,0.408,34,17.1625,0.99278
PS1MD,500004,15,0.25052,0.001,0.25,0.001,-0.104354,0.042101,0.60718,0.35895,20.7248,0.0671262,9.2061e-05,5.69172e-06,0.00543818,-1.27978e-06,-1.89968e-07,213.023,51.6739,-999,-999,21.646,-26.5164,250,0.0143116,9.155,0.296,56374.0,0.4846,26,26.5083,0.43546
SDSS,16213,1,0.25077,0.005,0.2522,0.005,-0.099283,0.038782,0.28207,0.44257,20.8704,0.0406023,8.0509e-05,3.01072e-06,0.00408749,-5.96194e-07,-7.58861e-08,8.9711,0.2584,-9,-9,-9.0,-32.0388,250,0.0214605,7.0,-9.0,54053.6,0.4257,26,13.5967,0.97794
SDSS,17552,1,0.25191,4e-05,0.25329,4e-05,0.000905,0.043252,1.31187,0.42257,21.0632,0.0493491,6.74066e-05,3.06378e-06,0.0004547,-4.65211e-07,-7.64108e-08,322.321,-1.0032,-9,-9,2.86,-19.9476,250,0.0455767,10.693,0.104,54357.4,0.517,44,40.1214,0.63855
PS1MD,310161,15,0.25247,0.001,0.254,0.001,-0.037725,0.027299,0.13554,0.17708,21.13,0.0378442,6.33855e-05,2.20935e-06,0.000719191,-1.29364e-07,-4.86285e-08,352.966,-0.6604,-999,-999,20.72,-29.432,250,0.0275823,9.577,0.348,55839.2,0.164,49,55.2741,0.24974
SDSS,9032,1,0.25249,0.0005,0.254,0.0005,0.023193,0.052962,0.87784,0.62191,21.1118,0.0732055,6.44613e-05,4.34629e-06,0.0100474,-1.68626e-06,-1.39475e-07,337.885,-0.4936,-9,-9,0.771,-26.021,250,0.0532871,9.252,0.149,53688.9,0.5117,20,8.68391,0.98629
PS1MD,000034,15,0.25319,0.001,0.2542,0.001,-0.119666,0.025813,1.00288,0.37069,20.7079,0.0332041,9.35034e-05,2.85953e-06,0.00264972,-3.41361e-07,-5.98879e-08,36.0664,-3.1865,-999,-999,22.7805,-25.3984,250,0.0238955,8.938,0.669,55208.1,0.2975,12,21.2839,0.0463752
SDSS,17464,1,0.25345,0.0005,0.2549,0.0005,0.046591,0.041665,0.20597,0.62314,20.8385,0.0426154,8.29067e-05,3.25411e-06,-0.0044429,-6.277e-08,-8.55371e-08,6.6408,0.042,-9,-9,0.267,-31.4743,250,0.0202325,9.285,0.142,54358.6,1.3028,31,16.44,0.985
SDSS,5736,1,0.25394,0.005,0.2552,0.005,-0.00958,0.036259,-0.18853,0.3169,21.1552,0.0431745,6.19323e-05,2.46275e-06,0.00230249,-3.04697e-07,-6.25858e-08,22.8627,-0.6316,-9,-9,4.383,-30.164,250,0.0325115,10.474,0.179,53665.8,0.2901,73,54.0475,0.95283
SDSS,1112,1,0.25609,3e-05,0.25761,3e-05,-0.017906,0.053419,-0.608145,0.72044,21.2946,0.0662766,5.44711e-05,3.32508e-06,0.00613664,-1.31343e-06,-9.02062e-08,339.018,-0.3752,-9,-9,2.904,-26.1527,250,0.0447754,11.351,0.059,53630.1,0.7007,43,26.7804,0.97504
SDSS,17340,1,0.25625,3e-05,0.25717,3e-05,-0.003459,0.043435,-0.045383,0.44798,21.0665,0.0522809,6.72036e-05,3.23602e-06,0.00217175,-8.16935e-07,-8.1393e-08,41.2121,0.3648,-9,-9,4.962,-27.3453,250,0.0268917,11.443,0.105,54356.4,0.4043,38,15.8937,0.9994
SDSS,9457,1,0.25672,4e-05,0.25823,4e-05,-0.016896,0.061005,-0.334178,0.60312,21.2049,0.0818276,5.91614e-05,4.45876e-06,0.0103871,-1.31947e-06,-1.66495e-07,335.814,0.253,-9,-9,2.575,-25.7586,250,0.0701809,11.129,0.134,53688.8,0.5387,25,9.06489,0.99851
SDSS,19207,1,0.25721,0.0005,0.2587,0.0005,0.013695,0.053234,0.49449,0.59402,21.2481,0.0699473,5.68529e-05,3.66268e-06,0.00148129,-6.10941e-07,-1.1479e-07,333.464,-0.9203,-9,-9,2.928,-23.8102,250,0.084165,10.626,0.066,54382.8,0.8269,44,40.1073,0.63915
SDSS,18325,1,0.25723,3e-05,0.25866,3e-05,-0.058339,0.044631,0.40554,0.38149,21.0216,0.0539152,7.00448e-05,3.47826e-06,0.0033294,-8.13832e-07,-8.9415e-08,8.9057,0.37,-9,-9,4.489,-31.4794,250,0.0213493,11.5,0.138,54378.7,0.4383,38,34.6158,0.62673
SDSS,8046,1,0.2576,3e-05,0.25857,3e-05,0.042488,0.047496,0.26195,0.49235,21.3658,0.0521221,5.10118e-05,2.44888e-06,0.00398901,-5.64381e-07,-5.82912e-08,39.1168,0.5113,-9,-9,3.883,-27.9004,250,0.0250833,11.335,0.082,53683.3,0.4783,34,13.3138,0.99944
SDSS,6108,1,0.258,0.0005,0.2595,0.0005,0.038094,0.044556,0.45804,0.65144,21.295,0.054719,5.44504e-05,2.74419e-06,0.00781766,-6.55097e-07,-7.61951e-08,1.8066,0.349,-9,-9,0.483,-31.0302,250,0.0662722,9.323,0.119,53675.1,0.6286,30,16.4487,0.97862
PS1MD,550041,15,0.25847,0.01,0.26,0.01,-0.192329,0.042689,0.79943,0.25127,20.6708,0.0660023,9.67581e-05,5.88196e-06,0.00522694,-8.4676e-07,-2.51281e-07,352.54,-0.8664,-999,-999,25.034,-28.5996,250,0.03059,7.4,0.1,56558.9,0.2995,29,26.7352,0.58599
SDSS,12972,1,0.25935,0.0005,0.2608,0.0005,-0.081037,0.049351,0.17528,0.7025,21.0518,0.0647072,6.8121e-05,4.05984e-06,0.0145871,-2.13368e-06,-1.27952e-07,7.9586,-0.383,-9,-9,0.354,-30.5118,250,0.0175827,9.177,0.114,53981.0,0.6959,38,14.5062,0.9998
PS1MD,020176,15,0.26051,0.001,0.26,0.001,-0.088821,0.027034,0.89957,0.32218,20.9283,0.0310197,7.63258e-05,2.18065e-06,0.000210041,-2.06019e-07,-4.5372e-08,211.862,53.3429,-999,-999,23.1792,-27.1561,250,0.00782704,8.7022,0.1,55270.0,0.3073,29,40.9006,0.0702536
PS1MD,370498,15,0.26086,0.01,0.26,0.01,-0.069844,0.025259,0.77423,0.20276,21.0688,0.0321227,6.70635e-05,1.98415e-06,0.000161144,-9.3426e-08,-4.1293e-08,186.266,46.8062,-999,-999,18.5502,-19.2409,250,0.0102612,11.5,0.1,56004.2,0.332,43,30.2149,0.92941
SDSS,15440,1,0.2613,4e-05,0.26226,4e-05,0.062545,0.043747,-0.545934,0.53452,21.3311,0.0484391,5.26688e-05,2.34977e-06,0.00533494,-6.29141e-07,-6.53302e-08,39.7207,0.0901,-9,-9,0.246,-27.0082,250,0.0245529,10.852,0.12,54031.1,0.4377,47,42.3276,0.66621
SDSS,2017,1,0.26162,2e-05,0.26309,2e-05,-0.102401,0.049608,1.4185,0.57152,21.0653,0.0637632,6.72776e-05,3.95109e-06,-0.000233717,-1.15793e-06,-8.62306e-08,328.943,0.5935,-9,-9,2.069,-23.3933,250,0.0576205,10.547,0.076,53636.0,0.5852,43,29.9542,0.93412
SDSS,19702,1,0.26162,0.0005,0.2624,0.0005,-0.056784,0.051606,-1.08884,0.47749,21.3761,0.0705051,5.05288e-05,3.28122e-06,0.00564288,-6.94279e-07,-9.59653e-08,47.7548,0.3568,-9,-9,1.607,-24.9331,250,0.0894246,9.896,0.124,54397.1,0.4055,36,20.1963,0.98443
SDSS,1253,1,0.26166,4e-05,0.26307,4e-05,-0.11692,0.050101,-0.927163,0.47517,20.9813,0.0581922,7.26914e-05,3.89604e-06,0.00319746,-7.86813e-07,-9.73426e-08,323.799,0.1631,-9,-9,1.868,-21.0453,250,0.0527465,11.153,0.093,53634.3,0.4405,39,20.9432,0.99201
SDSS,13655,1,0.26173,6e-05,0.2627,6e-05,0.075467,0.048665,-1.28381,0.63336,21.683,0.053023,3.80907e-05,1.8602e-06,0.00409215,-5.64162e-07,-5.31316e-08,39.0202,-0.9942,-9,-9,2.313,-26.1401,250,0.0278992,11.238,0.132,54000.0,0.5791,52,37.7328,0.93127
